job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI14366,Computer Vision Engineer,158565,,EX,FT,,,Australia,0,"Spark, Python, Data Visualization",Master,14,Healthcare,2024-10-06,16-07-2024,761,7.6,
AI14367,Deep Learning Engineer,44673,,EN,CT,,,China,50,"Spark, Python, Docker, Git, Hadoop",Bachelor,0,Gaming,2025-03-15,21-04-2025,2076,5.5,
AI14368,ML Ops Engineer,69952,,MI,FT,,,Israel,100,"TensorFlow, Python, R, Git, Mathematics",Master,2,Media,2024-07-02,19-03-2024,604,8.6,
AI14369,AI Consultant,192604,,EX,PT,,,United Kingdom,0,"Statistics, GCP, Deep Learning, SQL, NLP",Associate,12,Government,2024-03-19,05-04-2024,1640,7.0,
AI14370,Data Analyst,87985,,SE,PT,,,France,50,"Tableau, Hadoop, Java, R",Bachelor,5,Finance,2024-10-23,21-11-2024,706,9.5,
AI14371,AI Specialist,136520,,MI,PT,,,United States,50,"AWS, Statistics, Computer Vision, Deep Learning, PyTorch",Master,3,Finance,2024-10-06,11-08-2024,1639,6.5,
AI14372,Principal Data Scientist,247381,,EX,FL,,,United States,100,"Python, Java, Mathematics",Associate,12,Retail,2024-02-08,06-09-2024,1679,8.9,
AI14373,AI Software Engineer,145621,,SE,FT,,,Germany,100,"Computer Vision, TensorFlow, Azure",PhD,7,Government,2024-01-10,08-11-2024,665,5.8,
AI14374,AI Architect,62336,,EN,PT,,,Ireland,0,"SQL, Docker, NLP, Spark, PyTorch",PhD,1,Education,2024-05-30,08-08-2024,1087,6.9,
AI14375,ML Ops Engineer,186582,,EX,CT,,,United States,50,"GCP, Python, Mathematics, AWS",Bachelor,11,Energy,2024-03-18,17-04-2024,1492,9.5,
AI14376,NLP Engineer,51336,,EN,CT,,,South Korea,50,"MLOps, Azure, Java, Spark",Associate,1,Real Estate,2024-09-09,27-10-2024,2470,6.7,
AI14377,Principal Data Scientist,122849,,SE,PT,,,United States,0,"Python, NLP, Tableau",Bachelor,6,Healthcare,2024-02-15,12-03-2024,1054,9.1,
AI14378,Deep Learning Engineer,79404,,MI,FL,,,South Korea,100,"Git, Tableau, Data Visualization, SQL",Bachelor,2,Media,2024-03-10,30-10-2024,591,5.1,
AI14379,NLP Engineer,116950,,SE,CT,,,Netherlands,100,"SQL, Linux, Java",Bachelor,7,Media,2024-11-23,27-01-2025,522,7.2,
AI14380,Head of AI,36345,,EN,FL,,,India,0,"Mathematics, SQL, PyTorch",Master,0,Manufacturing,2024-04-22,27-06-2024,2487,5.4,
AI14381,Data Scientist,74895,,SE,FT,,,Austria,100,"Kubernetes, SQL, Data Visualization, Hadoop, MLOps",Bachelor,7,Finance,2024-09-06,05-08-2024,1149,6.4,
AI14382,Computer Vision Engineer,191740,,SE,CT,,,Denmark,50,"Computer Vision, Data Visualization, Spark, Scala",Bachelor,5,Education,2024-01-14,21-02-2024,1965,6.8,
AI14383,Head of AI,87569,,SE,PT,,,India,0,"Computer Vision, Java, Spark, PyTorch, Mathematics",Bachelor,5,Finance,2024-02-23,07-04-2024,1738,6.5,
AI14384,Head of AI,120354,,SE,FL,,,Switzerland,50,"Mathematics, NLP, Python, Hadoop, Scala",PhD,7,Technology,2024-01-21,15-02-2024,965,9.9,
AI14385,AI Software Engineer,37971,,EN,FL,,,India,50,"Scala, Java, NLP",Associate,0,Technology,2024-03-06,22-07-2024,1961,9.0,
AI14386,AI Specialist,114315,,MI,CT,,,Denmark,100,"GCP, Docker, Deep Learning, Python, AWS",Bachelor,3,Healthcare,2024-08-29,04-11-2024,2187,8.9,
AI14387,AI Architect,140118,,SE,PT,,,South Korea,100,"Computer Vision, SQL, Kubernetes, PyTorch, Spark",Master,8,Technology,2024-08-04,31-05-2024,1834,7.1,
AI14388,Computer Vision Engineer,87799,,EN,PT,,,Switzerland,0,"Python, TensorFlow, Docker, PyTorch",PhD,1,Telecommunications,2024-07-05,16-06-2024,1050,6.7,
AI14389,ML Ops Engineer,58871,,EN,PT,,,Netherlands,0,"Kubernetes, SQL, NLP, Tableau, Computer Vision",Associate,1,Manufacturing,2024-11-12,30-01-2025,1515,8.8,
AI14390,Data Analyst,75437,,MI,CT,,,France,50,"Docker, GCP, Java, Tableau",Associate,3,Technology,2024-06-08,14-10-2024,1065,9.8,
AI14391,Robotics Engineer,50266,,EN,FL,,,Israel,0,"Kubernetes, MLOps, TensorFlow, Azure, Python",Associate,0,Energy,2024-02-24,18-04-2024,1295,8.7,
AI14392,Head of AI,87707,,MI,PT,,,Germany,100,"Linux, Deep Learning, Kubernetes, PyTorch, Azure",PhD,2,Telecommunications,2025-01-17,03-03-2025,588,8.6,
AI14393,AI Consultant,65445,,MI,FT,,,South Korea,50,"Python, R, AWS, Mathematics, Hadoop",PhD,3,Energy,2024-09-20,11-10-2024,1406,5.1,
AI14394,AI Research Scientist,201302,,EX,PT,,,Canada,0,"AWS, TensorFlow, Statistics",Master,10,Government,2024-12-16,05-01-2025,798,6.4,
AI14395,AI Research Scientist,120310,,MI,PT,,,China,50,"GCP, Data Visualization, AWS",Associate,3,Telecommunications,2024-06-28,25-07-2024,2080,5.8,
AI14396,AI Product Manager,106558,,EN,FT,,,Denmark,100,"Data Visualization, Linux, Computer Vision",PhD,1,Automotive,2025-01-13,16-03-2025,1439,6.8,
AI14397,Deep Learning Engineer,169471,,SE,CT,,,France,100,"GCP, Git, Docker",PhD,7,Government,2024-05-22,05-06-2024,1324,6.1,
AI14398,NLP Engineer,284741,,EX,FL,,,Denmark,100,"Data Visualization, SQL, AWS, Kubernetes, MLOps",Master,13,Technology,2025-02-20,11-03-2025,2427,5.4,
AI14399,Deep Learning Engineer,151342,,EX,FL,,,India,50,"Deep Learning, PyTorch, Mathematics, Data Visualization",Bachelor,15,Manufacturing,2024-09-18,20-10-2024,2192,6.1,
AI14400,Research Scientist,73752,,MI,FT,,,Canada,0,"Git, Linux, Python",PhD,4,Education,2024-03-01,26-02-2024,874,8.2,
AI14401,Computer Vision Engineer,61326,,EN,PT,,,Germany,100,"Statistics, R, SQL",Master,0,Automotive,2025-05-01,22-01-2025,1117,9.2,
AI14402,AI Specialist,157555,,EX,FL,,,France,100,"Docker, Scala, Computer Vision, Python, SQL",Associate,16,Finance,2024-07-20,02-09-2024,2343,8.7,
AI14403,Research Scientist,149065,,MI,CT,,,South Korea,0,"SQL, GCP, Data Visualization, Hadoop",Associate,3,Manufacturing,2024-07-08,03-10-2024,1222,5.7,
AI14404,AI Software Engineer,69161,,EN,FT,,,Germany,50,"Python, Kubernetes, Docker",Associate,1,Education,2024-09-22,26-10-2024,1006,6.2,
AI14405,Research Scientist,49604,,EN,CT,,,India,100,"Java, Computer Vision, GCP",Bachelor,1,Gaming,2025-02-21,22-03-2025,2119,6.3,
AI14406,AI Consultant,64219,,MI,FL,,,Austria,0,"Git, GCP, Python",Master,2,Technology,2025-01-20,19-02-2025,2133,8.8,
AI14407,ML Ops Engineer,115097,,SE,FL,,,Netherlands,100,"Hadoop, NLP, Linux, Java",Master,6,Healthcare,2025-04-19,21-06-2025,2167,9.6,
AI14408,AI Consultant,54956,,EN,FL,,,Netherlands,100,"PyTorch, Mathematics, Tableau, R",Bachelor,1,Media,2025-01-13,07-03-2025,1829,8.5,
AI14409,Machine Learning Engineer,186821,,EX,PT,,,Switzerland,100,"Tableau, PyTorch, TensorFlow",Bachelor,10,Energy,2025-03-22,16-04-2025,890,5.5,
AI14410,Principal Data Scientist,215126,,EX,CT,,,Singapore,100,"Kubernetes, AWS, SQL",Associate,10,Consulting,2025-02-27,07-04-2025,2299,9.7,
AI14411,AI Product Manager,147912,,SE,FL,,,Singapore,50,"AWS, Scala, Python",Master,9,Technology,2025-02-17,12-03-2025,1681,6.0,
AI14412,Machine Learning Researcher,51649,,EN,CT,,,Canada,50,"GCP, Azure, Data Visualization, MLOps",PhD,0,Energy,2024-02-11,07-12-2024,1705,5.8,
AI14413,Machine Learning Researcher,192086,,EX,PT,,,Canada,0,"Linux, R, Azure, Scala",Associate,14,Healthcare,2024-05-20,16-06-2024,2010,6.1,
AI14414,Data Engineer,73034,,SE,FL,,,Austria,100,"Azure, SQL, Linux, Scala, Java",PhD,5,Real Estate,2024-08-18,01-09-2024,700,8.7,
AI14415,Head of AI,201394,,EX,FT,,,Switzerland,50,"AWS, Tableau, Computer Vision, Git, Python",Master,16,Government,2025-04-17,19-05-2025,2266,9.7,
AI14416,Data Analyst,275850,,EX,PT,,,Switzerland,0,"Scala, Linux, Spark, Git, Java",Master,11,Gaming,2025-04-22,30-05-2025,1199,5.7,
AI14417,NLP Engineer,55840,,EN,FL,,,China,50,"Linux, Java, Data Visualization",Bachelor,0,Government,2025-01-31,28-02-2025,2236,8.5,
AI14418,Data Scientist,106600,,SE,CT,,,Norway,50,"Git, TensorFlow, Tableau",Associate,9,Gaming,2024-03-16,11-04-2024,1622,7.8,
AI14419,Robotics Engineer,87234,,SE,FT,,,Finland,0,"Statistics, Git, Linux",PhD,5,Media,2024-03-31,08-06-2024,1489,5.3,
AI14420,NLP Engineer,121502,,SE,CT,,,Australia,100,"Python, TensorFlow, Linux, Tableau, GCP",PhD,7,Gaming,2025-02-25,29-04-2025,1420,6.4,
AI14421,AI Consultant,88986,,MI,FL,,,Germany,100,"Python, TensorFlow, Data Visualization",Bachelor,4,Energy,2025-04-13,24-06-2025,1565,8.2,
AI14422,Data Engineer,77620,,MI,FL,,,Switzerland,100,"Python, Deep Learning, Computer Vision, Hadoop, Java",Associate,4,Real Estate,2024-04-02,06-03-2024,1409,7.1,
AI14423,Principal Data Scientist,210469,,EX,FL,,,Norway,0,"Linux, NLP, Kubernetes, Python, Docker",Master,13,Transportation,2024-05-27,03-08-2024,683,7.4,
AI14424,Data Analyst,149819,,EX,CT,,,Israel,100,"PyTorch, Azure, GCP",Master,16,Energy,2024-08-17,01-10-2024,2059,8.0,
AI14425,Machine Learning Engineer,102508,,SE,CT,,,Japan,50,"Statistics, Python, MLOps, Java",Master,6,Real Estate,2024-04-26,20-05-2024,1585,9.9,
AI14426,Data Analyst,73162,,EN,FT,,,United Kingdom,100,"AWS, Docker, Python, Azure",Bachelor,0,Media,2025-01-18,18-03-2025,1149,6.1,
AI14427,AI Software Engineer,178818,,SE,FT,,,Norway,100,"Hadoop, Python, Computer Vision, TensorFlow, Linux",Bachelor,8,Energy,2024-07-29,13-09-2024,1979,5.0,
AI14428,Head of AI,95952,,MI,FL,,,Singapore,100,"Scala, Data Visualization, Git, Statistics",Master,3,Media,2025-01-21,11-02-2025,2005,9.2,
AI14429,Data Scientist,84594,,SE,FT,,,India,100,"Hadoop, Python, Mathematics",PhD,8,Telecommunications,2025-01-25,26-03-2025,652,5.1,
AI14430,Robotics Engineer,108753,,SE,PT,,,Netherlands,100,"Tableau, GCP, SQL, MLOps",Associate,5,Government,2024-04-13,14-06-2024,791,7.2,
AI14431,Head of AI,51531,,MI,FL,,,China,100,"Java, NLP, Kubernetes",Bachelor,2,Gaming,2025-02-13,21-04-2025,931,5.8,
AI14432,AI Research Scientist,371087,,EX,CT,,,Norway,100,"MLOps, Deep Learning, Tableau, Kubernetes",Associate,13,Consulting,2024-12-14,03-02-2025,1841,7.0,
AI14433,Computer Vision Engineer,70854,,EN,CT,,,Singapore,0,"Tableau, Python, GCP",PhD,1,Education,2024-07-16,16-08-2024,1186,8.0,
AI14434,Autonomous Systems Engineer,56684,,EN,FT,,,France,50,"MLOps, TensorFlow, NLP, Computer Vision, Python",Master,0,Automotive,2024-03-16,18-05-2024,2081,9.1,
AI14435,AI Software Engineer,74085,,EN,FT,,,United Kingdom,0,"Linux, R, Python",Master,0,Manufacturing,2024-04-11,18-11-2024,2313,5.6,
AI14436,Autonomous Systems Engineer,139759,,EX,CT,,,India,100,"Python, GCP, PyTorch, TensorFlow",Associate,19,Retail,2024-09-18,21-11-2024,1969,7.8,
AI14437,Data Analyst,72361,,EN,CT,,,United Kingdom,50,"Scala, Java, Hadoop, Docker, Statistics",Associate,1,Telecommunications,2024-05-01,31-01-2024,961,7.3,
AI14438,Deep Learning Engineer,34955,,EN,PT,,,India,100,"AWS, R, Deep Learning, Spark, Statistics",PhD,0,Real Estate,2024-11-14,17-12-2024,1352,9.2,
AI14439,ML Ops Engineer,170461,,EX,FT,,,India,50,"TensorFlow, Scala, Hadoop",Associate,15,Consulting,2024-08-08,07-10-2024,1730,9.9,
AI14440,Computer Vision Engineer,284883,,EX,PT,,,United States,100,"Hadoop, TensorFlow, Kubernetes, Deep Learning, Scala",Associate,19,Finance,2024-09-20,09-11-2024,531,5.0,
AI14441,Head of AI,43616,,EN,PT,,,Canada,100,"Docker, Deep Learning, Data Visualization, AWS",Master,0,Transportation,2024-01-24,18-03-2024,1998,7.0,
AI14442,Research Scientist,65773,,EN,PT,,,France,50,"Azure, AWS, Git",Master,1,Automotive,2024-07-13,18-08-2024,543,9.1,
AI14443,Data Engineer,42684,,EN,PT,,,China,50,"R, SQL, Statistics, Azure",PhD,1,Energy,2024-08-30,11-10-2024,558,8.2,
AI14444,NLP Engineer,226486,,EX,FL,,,South Korea,0,"GCP, Azure, SQL, Kubernetes",Master,15,Technology,2024-11-16,28-01-2025,853,7.5,
AI14445,AI Product Manager,150157,,EX,FT,,,Netherlands,100,"Python, GCP, TensorFlow, Mathematics, Docker",Associate,15,Real Estate,2024-07-02,22-02-2024,1199,5.4,
AI14446,Head of AI,111544,,EX,FL,,,South Korea,100,"MLOps, Python, Scala",Master,16,Finance,2024-07-27,16-08-2024,1626,6.5,
AI14447,Data Engineer,232077,,EX,FT,,,Norway,0,"Scala, Java, Computer Vision, Tableau, Mathematics",Master,10,Energy,2024-01-30,20-03-2024,945,9.7,
AI14448,NLP Engineer,98987,,SE,FT,,,France,100,"NLP, SQL, Hadoop, Statistics, Computer Vision",Bachelor,9,Government,2024-03-03,29-04-2024,1438,5.1,
AI14449,Machine Learning Engineer,81534,,SE,PT,,,Austria,0,"Data Visualization, Docker, Linux",Master,7,Technology,2024-08-31,24-09-2024,1623,6.9,
AI14450,NLP Engineer,64590,,MI,FT,,,Ireland,100,"Hadoop, Computer Vision, Spark",Associate,4,Real Estate,2024-08-17,06-09-2024,507,6.2,
AI14451,Data Engineer,55041,,EN,PT,,,Denmark,100,"Python, Scala, Spark",Bachelor,1,Retail,2024-06-26,30-07-2024,2055,8.5,
AI14452,ML Ops Engineer,244691,,EX,FL,,,Sweden,0,"Hadoop, Kubernetes, Linux, Mathematics",Associate,13,Media,2024-05-31,11-07-2024,1592,6.0,
AI14453,NLP Engineer,77311,,EN,PT,,,Norway,0,"Python, NLP, Docker, TensorFlow, Azure",Associate,0,Retail,2024-07-30,09-09-2024,2369,9.5,
AI14454,Data Analyst,100718,,SE,FL,,,Ireland,0,"Statistics, Python, Data Visualization",PhD,5,Retail,2024-05-18,30-07-2024,1281,8.0,
AI14455,AI Product Manager,56412,,EN,PT,,,Japan,100,"Azure, Python, MLOps, Git, Deep Learning",PhD,0,Media,2024-09-25,27-10-2024,1953,8.1,
AI14456,NLP Engineer,191229,,EX,PT,,,Sweden,0,"Tableau, Hadoop, PyTorch",Master,18,Consulting,2025-01-16,17-02-2025,1775,9.1,
AI14457,Computer Vision Engineer,93327,,SE,FL,,,France,100,"Data Visualization, Kubernetes, Deep Learning, NLP, Tableau",Master,5,Government,2024-12-10,17-12-2024,1417,9.6,
AI14458,AI Consultant,68843,,EN,FT,,,France,50,"Mathematics, Python, TensorFlow, Statistics, Scala",Associate,1,Real Estate,2025-04-16,13-06-2025,661,8.8,
AI14459,Machine Learning Researcher,84063,,EN,FT,,,Norway,50,"Deep Learning, Kubernetes, Computer Vision, Tableau, PyTorch",Master,0,Finance,2025-04-28,21-06-2025,1352,8.4,
AI14460,Principal Data Scientist,87780,,MI,CT,,,Netherlands,0,"TensorFlow, Scala, Kubernetes, Spark, AWS",Master,2,Technology,2025-01-19,10-02-2025,1032,9.8,
AI14461,AI Consultant,80678,,EN,CT,,,United Kingdom,100,"Docker, NLP, Git",PhD,1,Gaming,2024-08-25,06-10-2024,1942,7.7,
AI14462,Research Scientist,268445,,EX,FL,,,Switzerland,0,"Java, Data Visualization, GCP, Git, SQL",Associate,17,Finance,2024-02-05,29-06-2024,2132,8.3,
AI14463,Machine Learning Researcher,127544,,SE,CT,,,Switzerland,100,"Linux, MLOps, Hadoop",Master,5,Technology,2024-12-08,10-09-2024,1342,7.7,
AI14464,AI Research Scientist,196783,,EX,PT,,,China,50,"Docker, Kubernetes, Git, Linux, PyTorch",PhD,15,Automotive,2024-02-02,29-03-2024,1601,9.2,
AI14465,Data Engineer,182527,,SE,FL,,,India,0,"NLP, Hadoop, MLOps, Statistics",Master,6,Transportation,2024-07-19,10-08-2024,792,7.5,
AI14466,Robotics Engineer,254155,,EX,PT,,,Netherlands,100,"Git, Data Visualization, Deep Learning, Kubernetes, NLP",Master,15,Transportation,2025-12-02,04-03-2025,1494,8.4,
AI14467,Data Engineer,74833,,EN,CT,,,Singapore,100,"TensorFlow, SQL, Git, Scala, R",PhD,1,Real Estate,2024-05-12,13-01-2025,2334,5.7,
AI14468,Data Engineer,104360,,MI,CT,,,Austria,100,"Scala, Java, Mathematics, Azure, Linux",PhD,3,Government,2024-06-26,16-08-2024,1099,5.3,
AI14469,Principal Data Scientist,105712,,MI,PT,,,Switzerland,100,"NLP, Python, Hadoop, TensorFlow, Mathematics",Master,2,Manufacturing,2024-06-09,05-10-2024,2102,6.6,
AI14470,ML Ops Engineer,65356,,MI,PT,,,Germany,0,"R, Scala, Azure, SQL",PhD,4,Government,2025-01-18,16-03-2025,577,9.8,
AI14471,AI Software Engineer,92285,,MI,FT,,,Canada,0,"SQL, Docker, Tableau, GCP, Hadoop",Associate,3,Gaming,2025-03-13,01-05-2025,1589,9.5,
AI14472,Deep Learning Engineer,146835,,EX,FT,,,France,0,"Kubernetes, Data Visualization, Spark",Bachelor,15,Media,2024-04-25,20-05-2024,1327,7.7,
AI14473,AI Product Manager,89227,,EN,PT,,,Germany,100,"Tableau, Linux, Python",Master,1,Retail,2024-12-10,29-11-2024,1043,6.0,
AI14474,AI Software Engineer,151965,,MI,FL,,,Switzerland,50,"TensorFlow, Data Visualization, PyTorch",Associate,4,Media,2024-02-07,25-08-2024,1452,6.7,
AI14475,Deep Learning Engineer,94928,,SE,PT,,,India,50,"AWS, R, MLOps",Associate,5,Technology,2024-06-03,11-05-2024,1477,10.0,
AI14476,Principal Data Scientist,33185,,EN,FL,,,Denmark,100,"Java, Kubernetes, Linux, GCP, Statistics",PhD,1,Energy,2024-05-30,30-07-2024,2200,9.5,
AI14477,Data Analyst,182232,,SE,PT,,,Denmark,0,"NLP, Scala, MLOps",Bachelor,7,Retail,2025-04-15,29-04-2025,1407,6.3,
AI14478,Computer Vision Engineer,68733,,EN,FT,,,Japan,50,"R, SQL, Mathematics, AWS, Computer Vision",Master,0,Education,2024-06-11,18-01-2025,2089,7.7,
AI14479,Research Scientist,47007,,EN,CT,,,Austria,50,"R, Python, AWS, TensorFlow",Bachelor,1,Real Estate,2024-10-06,24-07-2024,1177,5.7,
AI14480,Data Scientist,90066,,MI,FT,,,Canada,100,"Scala, GCP, Deep Learning",Master,4,Education,2024-04-24,09-06-2024,964,5.3,
AI14481,Data Engineer,64418,,EN,CT,,,Netherlands,50,"SQL, Docker, Azure, AWS",Bachelor,0,Manufacturing,2024-03-15,10-04-2024,1050,5.5,
AI14482,Computer Vision Engineer,115786,,SE,CT,,,Germany,0,"Linux, SQL, Deep Learning, Git",Associate,9,Transportation,2024-06-19,21-07-2024,1551,6.6,
AI14483,Robotics Engineer,46429,,EN,PT,,,Austria,0,"Python, Azure, Hadoop",PhD,1,Telecommunications,2024-05-07,29-07-2024,1297,8.2,
AI14484,Computer Vision Engineer,236079,,EX,FT,,,France,50,"GCP, NLP, Kubernetes, Linux, PyTorch",PhD,13,Healthcare,2024-09-30,25-10-2024,538,5.1,
AI14485,Research Scientist,49310,,EN,PT,,,Israel,100,"Kubernetes, Azure, SQL, AWS, PyTorch",Bachelor,0,Gaming,2024-07-25,28-09-2024,2491,9.9,
AI14486,AI Product Manager,48318,,EN,PT,,,South Korea,50,"Java, R, Data Visualization, Kubernetes, Linux",Master,1,Energy,2024-11-14,19-12-2024,1948,6.1,
AI14487,Research Scientist,123275,,SE,FL,,,Finland,0,"TensorFlow, GCP, Linux",PhD,5,Consulting,2025-01-21,27-03-2025,799,5.1,
AI14488,AI Architect,84479,,MI,PT,,,United States,50,"Data Visualization, Azure, MLOps, AWS, GCP",Master,2,Transportation,2025-04-24,18-06-2025,2222,5.2,
AI14489,Machine Learning Engineer,68878,,SE,FT,,,India,50,"Git, PyTorch, Data Visualization, Deep Learning, TensorFlow",Bachelor,7,Gaming,2025-01-28,03-03-2025,1764,5.6,
AI14490,Machine Learning Engineer,103459,,EN,FT,,,Norway,100,"TensorFlow, Computer Vision, AWS, Python",Bachelor,1,Gaming,2024-10-10,11-12-2024,1739,6.4,
AI14491,Robotics Engineer,109085,,EX,PT,,,Japan,0,"SQL, Hadoop, Computer Vision",Bachelor,10,Technology,2025-01-02,22-03-2025,1624,5.4,
AI14492,AI Software Engineer,103779,,SE,FL,,,Austria,50,"Spark, SQL, Java, PyTorch",Bachelor,6,Automotive,2025-10-02,07-04-2025,1039,8.5,
AI14493,AI Consultant,95531,,SE,FT,,,Ireland,100,"Hadoop, NLP, Data Visualization, Python",PhD,8,Retail,2025-03-23,13-05-2025,1308,6.5,
AI14494,Machine Learning Engineer,163166,,SE,FT,,,Ireland,100,"Scala, Azure, Statistics, Java",Master,6,Technology,2024-04-22,08-06-2024,1909,8.1,
AI14495,NLP Engineer,93478,,MI,FL,,,France,50,"Docker, Kubernetes, Scala, Java, AWS",Master,3,Education,2025-11-02,28-03-2025,2037,7.9,
AI14496,Research Scientist,97104,,MI,FT,,,France,0,"Scala, NLP, Java",PhD,3,Technology,2024-05-03,11-04-2024,1875,6.2,
AI14497,Machine Learning Engineer,103888,,SE,FT,,,South Korea,100,"TensorFlow, Tableau, SQL, Hadoop",PhD,8,Transportation,2025-07-02,03-03-2025,2176,5.7,
AI14498,AI Consultant,53052,,EN,FL,,,Austria,50,"Linux, R, NLP",Master,0,Finance,2025-02-19,27-04-2025,2344,8.4,
AI14499,AI Specialist,92749,,SE,CT,,,Germany,0,"Git, Scala, Tableau",PhD,8,Government,2024-02-02,18-03-2024,2449,9.1,
AI14500,AI Product Manager,50628,,EN,CT,,,Denmark,100,"AWS, Docker, R, Tableau, SQL",PhD,0,Transportation,2024-07-13,15-08-2024,2172,5.5,
AI14501,AI Architect,103140,,MI,PT,,,Netherlands,0,"Python, Git, TensorFlow, PyTorch, Computer Vision",Associate,2,Technology,2024-01-11,02-01-2025,1985,9.1,
AI14502,Head of AI,69294,,MI,CT,,,France,50,"SQL, Tableau, Hadoop, MLOps",Bachelor,4,Technology,2024-06-19,27-08-2024,589,7.3,
AI14503,AI Architect,157199,,EX,CT,,,United Kingdom,100,"Hadoop, SQL, R",Master,17,Real Estate,2024-03-10,02-12-2024,1523,5.6,
AI14504,Autonomous Systems Engineer,232544,,EX,CT,,,Singapore,0,"Java, R, AWS",PhD,12,Consulting,2024-05-06,28-07-2024,662,9.9,
AI14505,Autonomous Systems Engineer,38823,,EN,CT,,,Ireland,0,"SQL, Computer Vision, GCP",Bachelor,1,Finance,2024-11-13,15-12-2024,1309,7.7,
AI14506,Research Scientist,234179,,EX,FL,,,Switzerland,50,"AWS, TensorFlow, SQL, R",Associate,17,Technology,2024-06-23,23-08-2024,591,9.0,
AI14507,ML Ops Engineer,52524,,MI,PT,,,South Korea,0,"Linux, Hadoop, Mathematics, Kubernetes",Associate,3,Gaming,2024-08-25,27-09-2024,1437,7.0,
AI14508,Autonomous Systems Engineer,54803,,EN,CT,,,United States,0,"PyTorch, Kubernetes, Deep Learning",Associate,0,Education,2025-05-04,08-06-2025,1840,5.2,
AI14509,Head of AI,63866,,EN,FT,,,South Korea,100,"Scala, Statistics, Python, Kubernetes",Master,0,Finance,2024-12-27,26-02-2025,1013,6.7,
AI14510,Machine Learning Engineer,333149,,EX,FL,,,Switzerland,50,"Spark, Scala, Linux, Mathematics",Master,14,Technology,2024-04-05,25-05-2024,1336,8.2,
AI14511,AI Architect,53137,,EN,FT,,,United States,50,"Computer Vision, SQL, Spark",Bachelor,0,Energy,2024-11-13,10-01-2025,2352,9.6,
AI14512,Research Scientist,117727,,SE,FT,,,Canada,100,"Statistics, TensorFlow, Python, Docker, Scala",Associate,9,Automotive,2024-01-21,11-03-2024,1203,7.5,
AI14513,Data Engineer,100002,,MI,PT,,,Netherlands,100,"Kubernetes, PyTorch, Mathematics, Statistics, R",Master,4,Real Estate,2024-04-06,21-06-2024,837,9.9,
AI14514,Data Scientist,149065,,EX,FT,,,Austria,100,"Mathematics, PyTorch, Tableau, Scala, Git",PhD,17,Media,2024-01-29,14-03-2024,1001,6.4,
AI14515,Machine Learning Engineer,45620,,EN,CT,,,Japan,100,"Tableau, SQL, Deep Learning, PyTorch",PhD,1,Gaming,2024-03-12,02-01-2025,824,9.0,
AI14516,Autonomous Systems Engineer,128557,,EX,PT,,,Ireland,50,"MLOps, Git, Tableau",Associate,16,Consulting,2024-06-18,19-08-2024,1213,6.7,
AI14517,Data Engineer,46989,,EN,PT,,,Austria,50,"Docker, PyTorch, GCP, Deep Learning",Bachelor,1,Automotive,2024-03-16,02-05-2024,2288,8.6,
AI14518,NLP Engineer,64013,,EN,CT,,,Australia,100,"Deep Learning, Hadoop, Linux",Associate,1,Energy,2024-03-22,20-04-2024,737,8.8,
AI14519,Principal Data Scientist,87918,,SE,FT,,,United Kingdom,0,"AWS, R, Computer Vision",PhD,7,Media,2024-06-26,11-08-2024,704,7.8,
AI14520,ML Ops Engineer,112546,,MI,CT,,,Germany,50,"Python, Git, Statistics, Java, MLOps",Bachelor,2,Telecommunications,2024-11-30,24-01-2025,1388,8.6,
AI14521,Autonomous Systems Engineer,123602,,EX,FT,,,South Korea,100,"PyTorch, AWS, Python, Spark, Data Visualization",PhD,13,Technology,2024-12-08,23-09-2024,1413,7.8,
AI14522,AI Consultant,119352,,EX,FT,,,Australia,50,"Java, Spark, Deep Learning, Git",Associate,17,Technology,2024-06-07,22-07-2024,1855,5.8,
AI14523,Principal Data Scientist,158352,,EX,CT,,,Canada,0,"Kubernetes, Mathematics, Data Visualization, Linux",Bachelor,18,Education,2024-04-24,25-06-2024,2057,5.5,
AI14524,Data Engineer,55381,,MI,FL,,,Austria,0,"Kubernetes, MLOps, Mathematics, Git, SQL",PhD,3,Education,2024-05-31,25-07-2024,1509,9.2,
AI14525,AI Research Scientist,132335,,EX,FT,,,Israel,100,"PyTorch, Java, Azure",Bachelor,10,Real Estate,2024-01-29,14-03-2024,1430,7.7,
AI14526,AI Specialist,146407,,EX,PT,,,Japan,100,"PyTorch, TensorFlow, NLP",PhD,10,Energy,2025-01-01,12-02-2025,1042,8.6,
AI14527,AI Architect,65866,,MI,FL,,,Israel,50,"Tableau, Linux, Python",PhD,3,Consulting,2024-06-15,19-07-2024,2316,8.1,
AI14528,AI Specialist,59981,,MI,CT,,,Ireland,100,"TensorFlow, Python, SQL, Computer Vision, Docker",Associate,4,Education,2025-09-04,15-06-2025,564,6.8,
AI14529,AI Architect,95218,,MI,PT,,,South Korea,50,"R, Java, Data Visualization, SQL",PhD,3,Finance,2024-06-04,03-06-2024,1275,5.4,
AI14530,Robotics Engineer,133478,,SE,FL,,,Denmark,100,"Python, TensorFlow, Spark, Computer Vision",Master,8,Retail,2024-10-06,05-08-2024,2314,6.7,
